transaction_date,total_canceled_ahead_days,total_bookings,total_booked_ahead_days,cancelation_rate,seven_day_rolling_avg
2019-05-31,3105,11272,127929,0.03805890702625976,0.0414358920869243
2019-06-01,1902,11648,89854,0.03279532967032967,0.03984792515975255
2019-06-02,1335,9651,102035,0.030152315822194593,0.038747858818255466
2019-06-03,4589,10306,133595,0.0363865709295556,0.037341663274070444
2019-06-04,3641,10192,139982,0.03620486656200942,0.03646014691238778
2019-06-05,3002,10491,136842,0.0496616147173768,0.03748643328955593
2019-06-06,3626,10116,125049,0.057038355081059706,0.03981416059200508
2019-06-07,3895,11300,129197,0.04495575221238938,0.040656714002646865
2019-06-08,1208,12054,90953,0.03882528621204579,0.04075251140087012
2019-06-09,1958,10240,101458,0.0349609375,0.04102321237957891
2019-06-10,4265,10855,143730,0.0418240442192538,0.042482178429211315
2019-06-11,3627,11233,134419,0.04006053592094721,0.042941424053135266
2019-06-12,3604,11131,125997,0.04590782499326206,0.044154293857041844
2019-06-13,2526,11548,124633,0.04520263249047454,0.04359692107867906
2019-06-14,4181,13602,145744,0.03484781649757389,0.040823103755743335
2019-06-15,1254,13643,113154,0.0354760683134208,0.03963814326837226
2019-06-16,1513,10714,120840,0.03938771700578682,0.03970844711758989
2019-06-17,2917,11302,142006,0.0436205981242258,0.040790904695618115
2019-06-18,4945,11855,141326,0.0435259384226065,0.0410036414710372
2019-06-19,3469,11848,125188,0.036968264686022954,0.040617107566671674
2019-06-20,3246,12149,113110,0.04634126265536258,0.04067128727443423
2019-06-21,2184,13404,105289,0.03983885407341092,0.040000814972301284
2019-06-22,2658,13496,86051,0.039344991108476585,0.04056296179866412
2019-06-23,1290,11584,88414,0.034098756906077346,0.04039079787274619
2019-06-24,3965,12342,119600,0.039296710419705075,0.04037942204948597
2019-06-25,3287,12253,120422,0.038602791153186974,0.03975219617810612
2019-06-26,4867,12263,118115,0.04224088722172389,0.03959156477799579
2019-06-27,2032,12481,106517,0.03621504687124429,0.039497412551148456
2019-06-28,2990,13550,104740,0.04715867158671587,0.03959958866756762
2019-06-29,1134,13979,80065,0.04714214178410473,0.040512499631404346
2019-06-30,1710,12494,88057,0.03633744197214663,0.0401365559893631
2019-07-01,4500,13634,128858,0.04232066891594543,0.04116429499059661
2019-07-02,3143,14238,124247,0.038348082595870206,0.04104571651261725
2019-07-03,3659,14343,123510,0.048316251830161056,0.04225989909723901
2019-07-04,135,13582,80796,0.039169489029598,0.04187597432322328
2019-07-05,1695,16442,91110,0.04914244009244617,0.043491898475873515
2019-07-06,833,15171,80938,0.043701799485861184,0.043059789463266676
2019-07-07,1183,12152,88653,0.03760697827518104,0.041867894024651214
2019-07-08,2537,12475,119619,0.04432865731462926,0.042866795942461546
2019-07-09,2898,12681,110702,0.04621086665089504,0.043353070659330244
2019-07-10,2713,13155,119996,0.047054351957430636,0.0444413543295253
2019-07-11,347,13236,110470,0.04820187367784829,0.044427057060486205
2019-07-12,4228,14363,103968,0.05305298336002228,0.046162493851789235
2019-07-13,1171,15491,75910,0.03821573817055064,0.0447966561115523
2019-07-14,1531,12971,84106,0.03993524015110631,0.04432583619470794
2019-07-15,2957,13694,119352,0.038922155688622756,0.04449023337138815
2019-07-16,3170,14103,113690,0.037013401403956606,0.04357582638255407
2019-07-17,1303,13151,89311,0.0411375560793856,0.04294166256111539
2019-07-18,2813,13405,100065,0.042969041402461765,0.04243099874174428
2019-07-19,1866,14672,95521,0.041371319520174483,0.041577179472035056
2019-07-20,898,14953,79092,0.04942152076506387,0.04112324664766526
2019-07-21,723,12574,79013,0.0356290758708446,0.040799913860202
2019-07-22,-1538,13043,102232,0.042628229701755734,0.041136537554033174
2019-07-23,2912,12943,105428,0.04558448582245229,0.04196932882076187
2019-07-24,601,13397,96720,0.04187504665223558,0.04257703447679674
2019-07-25,2614,13853,102559,0.04295098534613441,0.042803713135140344
2019-07-26,2196,15324,90325,0.043265465935787,0.042840766201806
2019-07-27,1564,16197,91194,0.03846391307032167,0.042477340395574395
2019-07-28,578,13307,80245,0.030735703013451566,0.040141613176622855
2019-07-29,1197,13355,108569,0.03773867465368776,0.04040531302447825
2019-07-30,3034,13166,109417,0.04147045420021267,0.04026059108678537
2019-07-31,2019,13285,124150,0.03598042905532556,0.03906008399089453
2019-08-01,3330,13366,110963,0.04616190333682478,0.039595941076468175
2019-08-02,1244,14908,98423,0.038905285752616044,0.03909022862727838
2019-08-03,972,15461,75067,0.03285686566198823,0.037789153593053536
2019-08-04,1059,13105,77763,0.029759633727584892,0.03670111867521144
2019-08-05,3519,13248,107914,0.04106280193236715,0.03799200604007588
2019-08-06,1777,13296,101436,0.03798134777376655,0.03802234018008573
2019-08-07,1465,13067,98671,0.03795821535164919,0.0375833103240153
2019-08-08,3384,13712,101335,0.0338389731621937,0.03731562833737382
2019-08-09,2909,15036,88709,0.038175046554934824,0.03631727123963757
2019-08-10,495,15150,72992,0.03405940594059406,0.03571153626313482
2019-08-11,-351,12083,76828,0.030207729868410162,0.035380394288937564
2019-08-12,2050,12291,106876,0.03295093971198438,0.0357793075369875
2019-08-13,-106,11928,118067,0.04007377598926895,0.035655679294100226
2019-08-14,3160,12689,112370,0.032153834029474346,0.0349272400760637
2019-08-15,1637,13200,102568,0.03378787878787879,0.0344059480055924
2019-08-16,1454,13457,95691,0.0386415991677194,0.035006276256283116
2019-08-17,1543,13975,69869,0.044579606440071556,0.035806846241925205
2019-08-18,1281,11520,78187,0.03871527777777778,0.036388830221573173
2019-08-19,3598,11213,114080,0.04031035405333096,0.03765165824468827
2019-08-20,6219,12354,169373,0.0381253035454104,0.038298453723866525
2019-08-21,4285,11871,136316,0.04127706174711482,0.038448864443597255
2019-08-22,4507,11349,110237,0.04573090140100449,0.04014599786503852
2019-08-23,2178,12398,93883,0.04186159057912567,0.04115521183894438
2019-08-24,1040,13319,61780,0.034762369547263305,0.04067030813638737
2019-08-25,788,10487,80368,0.03690283207781062,0.03971071134110476
2019-08-26,3328,10018,115036,0.036334597724096626,0.03941312633439461
2019-08-27,2928,10092,104545,0.04032897344431233,0.039415453758267285
2019-08-28,2784,9756,105187,0.046842968429684294,0.04050516186880152
2019-08-29,1292,10027,94157,0.058342475316645055,0.0426383385649928
2019-08-30,485,11553,88918,0.056954903488271445,0.044041338825901166
2019-08-31,903,13055,59634,0.03814630409804672,0.0435769280157663
2019-09-01,497,11407,61954,0.03717015867449811,0.04387790165667065
2019-09-02,1001,9376,92437,0.04042235494880546,0.044317842015545006
2019-09-03,2110,8237,105740,0.04552628384120432,0.04546680278018347
2019-09-04,2280,9055,115492,0.03776918829376035,0.04514682963636447
2019-09-05,2341,8574,97001,0.05225099136925589,0.04582283250381092
2019-09-06,2021,9656,93416,0.04204639602319801,0.04378582259213004
2019-09-07,1362,10509,74728,0.033399942906080504,0.04084145251935617
2019-09-08,989,8113,73726,0.03352643904844078,0.04026396938815543
2019-09-09,3783,9225,137307,0.03815718157181572,0.04038734725032013
2019-09-10,2131,8481,99868,0.035962740242895884,0.039829895412081436
2019-09-11,2805,8144,95453,0.043835952848722985,0.03961860403802127
2019-09-12,-640,8840,81184,0.04072398190045249,0.03998795323885778
2019-09-13,2517,10457,88649,0.04398967199005451,0.03895528831645761
2019-09-14,1208,10598,61471,0.031421022834497075,0.03762711666786999
2019-09-15,634,8181,69613,0.03019190807969686,0.03722611231457204
2019-09-16,1548,8008,88636,0.036463536463536464,0.037593249491459
2019-09-17,1383,7957,95995,0.04034183737589544,0.03786633146696897
2019-09-18,1662,7604,77502,0.04576538663861126,0.03909166226643339
2019-09-19,2063,8091,85308,0.04610060561117291,0.03937474386173963
2019-09-20,1064,9503,71705,0.04030306219088709,0.03932212889804395
2019-09-21,1218,10205,58398,0.04027437530622244,0.03885771681256494
2019-09-22,184,7484,60982,0.045430251202565476,0.04060887035857349
2019-09-23,2791,7506,86750,0.04836131095123901,0.04288004571751626
2019-09-24,2130,7391,88003,0.045866594506832635,0.04405542797292828
2019-09-25,783,7898,84995,0.04292225879969613,0.04437798065090337
2019-09-26,2507,7738,69514,0.0436805376066167,0.04411737452190405
2019-09-27,1100,9459,77972,0.045353631462099586,0.044024002753269884
2019-09-28,978,10166,53723,0.0380680700373795,0.043744628734081435
2019-09-29,1979,7264,65323,0.05878303964757709,0.04605821177675076
2019-09-30,1236,7437,83493,0.04719645018152481,0.04627898664912068
2019-10-01,2623,7673,61026,0.039098136322168645,0.04512108982048689
2019-10-02,1782,7681,88592,0.039187605780497334,0.044286216229694975
2019-10-03,1528,7687,90578,0.036945492389748924,0.04353912042845157
2019-10-04,664,9519,66297,0.03571803760899254,0.04254380792874855
2019-10-05,1109,9872,48154,0.03464343598055105,0.041205033493554984
2019-10-06,1422,7736,65304,0.03916752843846949,0.04134246579369123
2019-10-07,3363,7647,96663,0.04250032692559173,0.039307126703443065
2019-10-08,2618,7632,86661,0.0440251572327044,0.038910715084840515
2019-10-09,2584,8030,91162,0.0460772104607721,0.039783099352165945
2019-10-10,2116,8391,90614,0.040638779644857584,0.03996449608521098
2019-10-11,3152,9554,83059,0.041448607912916054,0.04052738552560687
2019-10-12,543,10251,52332,0.029558091893473807,0.039757392311167025
2019-10-13,1710,8351,18048,0.030415519099509042,0.03922890270103677
2019-10-14,1654,8128,74425,0.03309547244094488,0.0384698957013462
2019-10-15,1575,7433,64788,0.04480021525628952,0.03875738174268342
2019-10-16,-1267,7328,75241,0.05376637554585153,0.03997503403182681
2019-10-17,1749,8092,65194,0.04189322787938705,0.03945203620915368
2019-10-18,2478,9405,81185,0.044444444444444446,0.039927744309102044
2019-10-19,472,8940,46539,0.05011185682326622,0.04101065042289581
2019-10-20,717,7329,46089,0.037385727930140535,0.041989104927479155
2019-10-21,2020,6798,64658,0.03912915563401,0.043078309494291776
2019-10-22,1987,7062,85786,0.03384310393656188,0.0431717634312439
2019-10-23,4,6942,79888,0.03918179199078076,0.0424694605230553
2019-10-24,1987,6976,65622,0.046875,0.04160803857982386
2019-10-25,2261,8587,95809,0.04739722836846396,0.042296038640958475
2019-10-26,649,8422,44954,0.035502255996200424,0.04117826508492797
2019-10-27,645,6182,53313,0.04707214493691362,0.0407983010991339
2019-10-28,1469,6548,84010,0.0419975565058033,0.041374779671091745
2019-10-29,1783,6085,77927,0.044042728019720624,0.04198897621930557
2019-10-30,7077,6055,86459,0.04987613542526837,0.04399310515539388
2019-10-31,2032,6192,67135,0.043281653746770024,0.04450558787489254
2019-11-01,1660,7946,96456,0.03460860810470677,0.04297228888798089
2019-11-02,1506,8600,74855,0.024186046511627906,0.04007089115587638
2019-11-03,270,6550,71538,0.021374045801526718,0.03830486488154217
2019-11-04,2363,6757,91580,0.03137487050466183,0.036342705577510695
2019-11-05,-1593,6773,89282,0.039125941237265614,0.035983753668943484
2019-11-06,2153,6327,95152,0.03303303303303303,0.03460754179560754
2019-11-07,1978,6927,125865,0.04287570376786488,0.0337324878384321
2019-11-08,2933,8500,109534,0.0371764705882353,0.032969339943615256
2019-11-09,2515,8941,82690,0.03131640756067554,0.03255781487561135
2019-11-10,-435,7241,75567,0.03300649081618561,0.033660370413681064
2019-11-11,2019,7163,119003,0.03364512075945833,0.035194254783422516
2019-11-12,2714,5978,101398,0.04115088658414185,0.03641625679335752
2019-11-13,3096,5662,101143,0.04009184033910279,0.03653699418108717
2019-11-14,2848,6181,117760,0.04303510758776897,0.037787253500429156
2019-11-15,2493,7702,116750,0.033627629187224096,0.03663124417784906
2019-11-16,1555,8261,82949,0.028567969979421376,0.035555181601747324
2019-11-17,690,6068,95361,0.03246539222148978,0.0356988046843491
2019-11-18,3358,6055,122515,0.037985136251032205,0.036321135363704925
2019-11-19,3621,5738,112364,0.04269780411293134,0.037452720782889054
2019-11-20,2999,5813,117032,0.043523137794598314,0.03774925218419611
2019-11-21,2399,5938,108156,0.038901987201077806,0.03760052054194299
2019-11-22,1612,6871,95302,0.034347256585649834,0.036514539166678094
2019-11-23,1091,7925,87625,0.029526813880126183,0.03600193725329085
2019-11-24,1581,6248,94878,0.02880921895006402,0.03603209337462118
2019-11-25,3169,6582,103740,0.03828623518687329,0.036759698745294125
2019-11-26,4035,6228,112634,0.04126525369299936,0.03716971342554002
2019-11-27,2119,6376,122169,0.04250313676286073,0.03714538000678119
2019-11-28,792,4429,91158,0.03070670580266426,0.035543326007789436
2019-11-29,5505,8603,239371,0.04172962919911659,0.03589678125754428
2019-11-30,4945,8185,161134,0.03567501527183873,0.03606275109331789
2019-12-01,3139,5766,130188,0.030697190426638918,0.036209048161631986
2019-12-02,7075,6623,217440,0.03895515627359203,0.03747729032707299
2019-12-03,3924,6388,187263,0.03616155291170946,0.03721170504267751
2019-12-04,5485,6605,156570,0.04133232399697199,0.03722008883067409
2019-12-05,4497,6272,147738,0.043048469387755105,0.037288255408785886
2019-12-06,4102,7271,152531,0.03644615596204098,0.038005686678707976
2019-12-07,688,7706,139916,0.021801193874902675,0.03551463226318124
2019-12-08,1803,6289,128781,0.024805215455557323,0.03415590728614606
2019-12-09,2388,6561,120698,0.03581771071483006,0.03479597232216995
2019-12-10,4428,5965,95079,0.045431684828164294,0.035605538391491484
2019-12-11,3039,5814,116559,0.038871689026487785,0.035944305405838775
2019-12-12,3592,6024,121826,0.04365869853917663,0.036235102223614354
2019-12-13,-5717,6927,129837,0.051826187382705356,0.037332316972983136
2019-12-14,-1227,7495,102483,0.04136090727151434,0.03794666088666731
2019-12-15,1033,6275,100101,0.026294820717131476,0.03850836424194591
2019-12-16,4236,6780,150040,0.03952802359882006,0.04034871525985375
2019-12-17,4000,6625,135150,0.048754716981132075,0.0419658410431415
2019-12-18,3822,6254,137025,0.041893188359449954,0.04152352898455221
2019-12-19,1630,6306,112064,0.046463685379004124,0.04247252852861675
2019-12-20,464,7531,104707,0.05005975302084716,0.04327266033882557
2019-12-21,3123,7949,117873,0.03660837841237891,0.041370434217534766
2019-12-22,1902,6930,70428,0.03520923520923521,0.040601475209749875
2019-12-23,3459,8276,141831,0.04567423876268729,0.043023902465444346
2019-12-24,2321,7448,123696,0.03893662728249194,0.04294997792590333
2019-12-25,552,5233,101142,0.03248614561437034,0.040916406505058116
2019-12-26,3941,9679,99798,0.05227812790577539,0.0422145239483488
2019-12-27,3796,11255,101825,0.051799200355397604,0.04288146332039798
2019-12-28,1584,10407,70595,0.039108292495435765,0.041512530754721555
2019-12-29,1406,9451,86236,0.051211512009311184,0.04333792245433809
2019-12-30,3737,9281,108877,0.04600797327874152,0.04468776471302638
2019-12-31,1830,8485,93461,0.03500294637595757,0.043353853164685166
2020-01-01,496,6957,82707,0.02630444156964209,0.041774829950578934
2020-01-02,5044,10143,173675,0.03894311347727497,0.04258195093344201
2020-01-03,4389,9907,190091,0.047441203189663876,0.04197733534392807
2020-01-04,3487,8915,129619,0.04049355019629838,0.04056412907404067
2020-01-05,3003,6276,122111,0.04445506692160612,0.041232475877311964
2020-01-06,4585,6596,150911,0.047604608853850816,0.04078161298287942
2020-01-07,4010,6372,142438,0.03311362209667294,0.03916981908512084
2020-01-08,4915,6485,147422,0.04209714726291442,0.040056594195990454
2020-01-09,6364,6061,148821,0.05675631083979541,0.04386307785475962
2020-01-10,4899,7120,148093,0.04143258426966292,0.04417426170380811
2020-01-11,979,7458,123582,0.047868061142397424,0.044227618947899804
2020-01-12,1457,6109,136984,0.036994598133900804,0.043790249940100105
2020-01-13,7557,6554,179621,0.044095209032651815,0.04374526770398082
2020-01-14,3823,6401,180114,0.03686923918137791,0.04240334649492171
2020-01-15,5671,6608,150605,0.04116222760290557,0.043409422183200784
2020-01-16,5982,7334,160762,0.03231524406872103,0.04218668428392661
2020-01-17,4905,7835,140583,0.04620293554562859,0.04086751237215576
2020-01-18,2113,8745,131695,0.03407661520869068,0.03994801623953423
2020-01-19,1558,7340,121398,0.03433242506811989,0.038256061730249535
2020-01-20,5061,7906,82783,0.034530736149759676,0.037948078982231896
2020-01-21,3338,6614,90408,0.040671303296038706,0.03752009076515526
2020-01-22,4252,5998,128404,0.03934644881627209,0.03782974196951703
2020-01-23,7408,6701,165821,0.03835248470377556,0.03747852410712578
2020-01-24,3949,7751,149441,0.03109276222422913,0.03732571387656429
2020-01-25,1839,8476,120636,0.025837659273242095,0.03478005434251598
2020-01-26,1443,6448,127295,0.02946650124069479,0.034203790096516494
2020-01-27,5405,6052,162190,0.03354263053536021,0.034105065779921534
2020-01-28,6202,6937,213294,0.03791264235260199,0.03452780405527682
2020-01-29,5083,6535,177130,0.0361132364192808,0.03395804569568208
2020-01-30,3219,6735,185103,0.03949517446176689,0.033976636401368936
2020-01-31,6205,7645,158414,0.041072596468279925,0.03431665037193198
2020-02-01,2939,7753,141057,0.034438281955372116,0.03473484033832485
2020-02-02,2140,5894,125877,0.029521547336274177,0.03519532634620386
2020-02-03,5015,6152,164734,0.03657347204161249,0.03608369769631858
2020-02-04,7035,6510,166376,0.04055299539170507,0.03695999330336168
2020-02-05,2241,6367,144648,0.03785142139155018,0.03695234068323021
2020-02-06,4510,6806,158518,0.05480458419042022,0.039288759154622634
2020-02-07,5339,7872,152879,0.0430640243902439,0.03973486539568226
2020-02-08,3574,9368,136675,0.030529461998292057,0.03841697358693377
2020-02-09,1564,6971,150075,0.035145603213312296,0.0385053887441763
2020-02-10,5439,7522,230920,0.04466897101834619,0.0403988167044353
2020-02-11,3088,7529,161775,0.03838491167485722,0.040625246658590894
2020-02-12,5925,8047,203845,0.03964210264694917,0.040511385065496404
2020-02-13,5142,8177,180555,0.04390363213892626,0.04126791140891841
2020-02-14,5389,9581,189591,0.04195804195804196,0.03966209362987113
2020-02-15,4799,10634,139205,0.033665600902764714,0.038487290693936235
2020-02-16,2683,9337,136486,0.03266573845989076,0.03875432525163607
2020-02-17,6755,9049,174868,0.0322687589788927,0.038394719722333624
2020-02-18,6533,7924,166877,0.04076224129227663,0.037906378506574925
2020-02-19,8175,8266,172562,0.045245584321316236,0.0387639625873823
2020-02-20,8819,8635,178603,0.045396641574985526,0.039483279953386845
2020-02-21,6098,8979,180074,0.05167613319968816,0.04045484258598209
2020-02-22,3518,9347,160286,0.037017224778003635,0.03983724043847729
2020-02-23,1744,7258,137397,0.031964728575365114,0.039624631397552346
2020-02-24,7371,7813,163951,0.048892870856265196,0.04165302294709915
2020-02-25,9165,7225,198233,0.057716262975778546,0.04483396094670988
2020-02-26,8610,7048,179035,0.05178774120317821,0.04621214843557258
2020-02-27,8617,7240,150241,0.05897790055248619,0.04792868796446882
2020-02-28,4773,8331,154477,0.044052334653703035,0.04776064959930851
2020-02-29,5885,9474,148171,0.038420941524171415,0.04610375063986892
2020-03-01,3830,7353,132711,0.034815721474228206,0.04582856272689699
2020-03-02,4849,7068,162150,0.0636672325976231,0.04979137572967924
2020-03-03,6085,7135,184511,0.06012613875262789,0.05119553421672458
2020-03-04,7994,7664,167657,0.05441022964509395,0.050782280050389
2020-03-05,7525,7445,155123,0.06205507051712559,0.052065696214632425
2020-03-06,6433,8537,167208,0.056577251962047555,0.051765615140827594
2020-03-07,5296,8638,118006,0.05151655475804584,0.05269864265387044
2020-03-08,3499,6873,124013,0.05674378000872981,0.05498899746444024
2020-03-09,6125,6648,133133,0.08844765342960288,0.06169298895886208
2020-03-10,9087,6897,145514,0.10192837465564739,0.06647563171611512
2020-03-11,10491,6992,115074,0.10254576659038901,0.07177808519583526
2020-03-12,16135,6057,78733,0.23146772329536075,0.0939102719021186
2020-03-13,20917,6083,67392,0.2959066250205491,0.12314171621504655
2020-03-14,11571,6067,44703,0.19152793802538323,0.1400105519729635
2020-03-15,11988,4528,41985,0.22725265017667845,0.16197756390029258
2020-03-16,21889,3482,57064,0.5269959793222286,0.22075908881447992
2020-03-17,22686,2691,36340,0.6937941285767373,0.29642739820787173
2020-03-18,13466,2230,33274,0.38026905829596414,0.33121998366291133
2020-03-19,7314,1937,33592,0.21683014971605577,0.3455055315536197
2020-03-20,7946,1583,20878,0.23436512950094757,0.34586770732931804
2020-03-21,-433,1503,12636,0.19827012641383898,0.33366314500347927
2020-03-22,3534,653,13096,0.19448698315467075,0.3340330256446402
2020-03-23,4737,844,14730,0.4218009478672986,0.3583515628559677
2020-03-24,5222,926,19747,0.2548596112311015,0.3243345168445768
2020-03-25,17994,1195,22122,0.3514644351464435,0.2815433051657901
2020-03-26,4561,1222,17812,0.20049099836333878,0.2590710476742119
2020-03-27,1780,1196,-13493,0.22826086956521738,0.26049988765535714
2020-03-28,3057,1918,-4642,0.06986444212721585,0.23993730173364067
2020-03-29,1315,600,7953,0.10833333333333334,0.22869520259857745
2020-03-30,5185,755,15940,0.247682119205298,0.23534459460490587
2020-03-31,4300,908,-589,0.2301762114537445,0.2113915025532116
2020-04-01,5830,1280,-150795,0.2546875,0.2113699886493239
2020-04-02,4813,1499,-73206,0.1874583055370247,0.19086922244814658
2020-04-03,5702,1194,-20140,0.30067001675041877,0.20339159974653157
2020-04-04,1909,602,30417,0.1760797342192691,0.19686895782828803
2020-04-05,1559,273,8907,0.15384615384615385,0.2073666717931553
2020-04-06,3863,400,14830,0.3125,0.23288750512648862
2020-04-07,4846,520,-1062,0.5307692307692308,0.2682733940719802
2020-04-08,7519,515,20317,1.0174757281553397,0.3666858336596796
2020-04-09,5157,644,45435,0.8136645962732919,0.4365579706938411
2020-04-10,3045,562,25266,0.9252669039145908,0.5287840454910369
2020-04-11,862,502,22969,0.2589641434262948,0.5235708113255214
2020-04-12,-352,291,15024,0.4536082474226804,0.5582618754759477
2020-04-13,3980,552,23081,0.717391304347826,0.6287050192886569
2020-04-14,20856,599,32975,1.7729549248747913,0.8112618848980058
2020-04-15,2301,638,19410,0.2664576802507837,0.7782229410831999
2020-04-16,3262,704,37614,0.37926136363636365,0.6984461455183278
2020-04-17,4350,819,20815,0.20634920634920634,0.6225317217778171
2020-04-18,526,879,14009,0.02502844141069397,0.5100019139648301
2020-04-19,1587,617,15158,0.07941653160453808,0.48755846248711043
2020-04-20,7827,651,19916,0.5238095238095238,0.4963336220354659
2020-04-21,3990,572,21330,0.4020979020979021,0.45692194675422537
2020-04-22,3504,749,16439,0.6528704939919893,0.3169113928938751
2020-04-23,2249,845,23051,0.22366863905325443,0.31156276274418393
2020-04-24,3487,1135,19782,0.1647577092511013,0.28474980594602617
2020-04-25,1158,1103,17240,0.051677243880326386,0.26541581063741615
2020-04-26,-101,857,13932,0.060676779463243874,0.2698718528939849
2020-04-27,2083,943,21006,0.34994697773064687,0.3036881586597485
2020-04-28,5034,1279,61839,0.19468334636434714,0.2625473864791014
2020-04-29,2966,1243,47177,0.16733708769107,0.2332022846782474
2020-04-30,3704,1244,24381,0.12781350482315113,0.16757016103214264
2020-05-01,3352,1910,28643,0.0774869109947644,0.1492974450248314
2020-05-02,1463,2205,25419,0.029024943310657598,0.13233084928227593
2020-05-03,462,1692,19717,0.030141843971631204,0.12963892429368903
2020-05-04,3531,1993,26349,0.07576517812343202,0.13152497412621256
2020-05-05,4150,1945,28197,0.1352185089974293,0.10468391553456034
2020-05-06,4466,2286,30121,0.08530183727034121,0.0910112268978096
2020-05-07,-208,2809,33513,0.09469562121751512,0.08193104358861525
2020-05-08,2801,3238,33446,0.05806053119209389,0.07321192188473309
2020-05-09,1010,3763,47850,0.02258836035078395,0.06634960305423554
2020-05-10,986,1937,22497,0.027361899845121322,0.06614172262104351
2020-05-11,3725,2460,36674,0.10040650406504065,0.07492480513271968
2020-05-12,4870,2896,41672,0.07147790055248619,0.07438889543635145
2020-05-13,3220,3029,36542,0.08319577418289864,0.06788605358453512
2020-05-14,5555,3545,37165,0.06346967559943582,0.06515703337567195
2020-05-15,3450,4275,38232,0.03859649122807018,0.05814464212699133
2020-05-16,435,5025,32595,0.02109452736318408,0.053523891648377606
2020-05-17,649,3623,30526,0.020425062103229367,0.053253479367433285
